target,method,seed,split_id,n_te,n_pos,n_events,auc,ap,prevalence,lift,brier,brier_skill,auc_within_athlete,n_athletes_with_both,auc_between_athlete,n_athletes_test,thr_calibrated,f1_calibrated,precision_calibrated,recall_calibrated,f1_oracle,event_detection_rate,event_detection_ci
TeamB-2020,XGBoost,123,2460ca9502,8000,28,2,0.825926456884811,0.012537867088363965,0.0035,3.582247739532561,0.013498577306713083,-2.870282361612235,0.6436858426005132,2,0.9285714285714286,23,0.03837599114520682,0.025798525798525797,0.013125,0.75,0.0273972602739726,1.0,"(np.float64(0.34237195288961925), 1.0)"
TeamA-2020,ProtoNet,5,19bb482a1d,8389,345,19,0.8515973738640378,0.17749349494599098,0.041125283108833,4.315921533628749,0.21665538664673964,-4.494127365303661,0.735175537061709,8,0.7960526315789473,27,0.7127752526482539,0.20577800304105423,0.1246928746928747,0.5884057971014492,0.28898426323319026,0.6842105263157895,"(np.float64(0.4601001017506463), np.float64(0.846358289955714))"
TeamA-2021,ProtoNet,3,29dc60eb8a,9331,47,6,0.5131179700605938,0.004948122201775606,0.00503697352909656,0.9823601758461314,0.25407060414080207,-49.69648038798422,0.5052428213518223,3,0.5,27,0.6110944712863249,0.004722550177095631,0.0024286581663630845,0.0851063829787234,0.012123096052222568,0.3333333333333333,"(np.float64(0.09676933255921683), np.float64(0.7000116786584712))"
TeamA-2021,Transformer,3,29dc60eb8a,9331,47,6,0.8032464913326062,0.015334559941200865,0.00503697352909656,3.044399549177559,0.04239335701095432,-7.459042318392758,0.5817769470958932,3,0.8888888888888888,27,0.22567488691386053,0.030696576151121605,0.015786278081360048,0.5531914893617021,0.04522613065326633,0.6666666666666666,"(np.float64(0.29998832134152864), np.float64(0.9032306674407831))"
TeamB-2020,GAT,4,39b560e891,7960,26,2,0.8715557192996064,0.03945379236667303,0.0032663316582914573,12.078930278412203,0.04061705398822933,-11.475817455452638,0.9368215547562057,2,0.7380952380952381,23,0.22646372020244598,0.022172949002217297,0.011303692539562924,0.5769230769230769,0.15,1.0,"(np.float64(0.34237195288961925), 1.0)"
TeamB-2020,AthleteRate,5,9f439cd354,7828,16,2,0.39012896825396826,0.0017450661920363445,0.002043944813490036,0.8537736344537814,0.0647505764990409,-30.744102746323016,0.5,2,0.35714285714285715,23,0.18446601941747573,0.0030170968823332216,0.0015126050420168067,0.5625,0.0030170968823332216,0.5,"(np.float64(0.09452865480086614), np.float64(0.9054713451991339))"
TeamB-2020,ProtoNet,0,2460ca9502,8000,28,2,0.8932872195541539,0.050599378169648365,0.0035,14.456965191328104,0.13248307664054368,-36.98525600761051,0.7574719746553404,2,0.7619047619047619,23,0.4126256942749034,0.02702702702702703,0.01375,0.7857142857142857,0.08056872037914692,1.0,"(np.float64(0.34237195288961925), 1.0)"
TeamB-2020,XGBoost,4,39b560e891,7960,26,2,0.6321576079579609,0.004647988023998708,0.0032663316582914573,1.4229994104242198,0.013102599558441529,-3.0245567866734646,0.51843001413802,2,0.6428571428571429,23,0.04690525082049676,0.011825572801182557,0.006028636021100226,0.3076923076923077,0.008048289738430584,1.0,"(np.float64(0.34237195288961925), 1.0)"
TeamA-2020,ProtoNet,2026,39765725ae,8340,290,19,0.7844975369458129,0.16012384537885643,0.03477218225419664,4.6049409326195265,0.13600712619776875,-3.0522841152116182,0.5060959645249713,10,0.8470588235294118,27,0.514332415675624,0.14107883817427386,0.08302808302808302,0.4689655172413793,0.2230869001297017,0.5789473684210527,"(np.float64(0.36275551465160105), np.float64(0.7685837960796962))"
TeamA-2020,GAT,6,54e7d2f18e,8442,318,19,0.7837382598032385,0.10608834329995262,0.037668798862828715,2.8163452645855345,0.05226934718647614,-0.4419185765218405,0.7062117449031635,11,0.8068181818181818,27,0.19041270132248217,0.17610710607621008,0.10529556650246305,0.5377358490566038,0.1837270341207349,0.7894736842105263,"(np.float64(0.5666528575973392), np.float64(0.9149246150840843))"
